passid	gene.symbol	gene.feature	celltype.class	localisation.class	upstream.length	smodel.26Feb2017.half.life[hours]	smodel.26Feb2017.r.square	smodel.12Jun2017.half.life[hours]	smodel.12Jun2017.r.square
revgroup00233950	Tmem248	3pUTR_extended	shared	not-localised	177	4.916039	0.991245	4.768627	0.986343
revgroup00233951	Tmem248	intron	shared	not-localised	2	0.000000	-1.000000	2.046640	0.930476
revgroup00233976	Rabgef1	3pUTR_extended	neuron-enriched	not-localised	3833	2.131519	0.914982	3.410340	0.933107
revgroup00233991	Rabgef1	3pUTR	neuron-enriched	not-localised	1112	2.674432	0.971822	2.987118	0.967794
revgroup00233995	Rabgef1	3pUTR	neuron-enriched	not-localised	548	0.000000	-1.000000	3.231782	0.828574
revgroup00234062	Kctd7	3pUTR	others	cell-culture	460	0.000000	-1.000000	2.882153	0.911915
revgroup00234086	Tpst1	3pUTR_extended	others	not-localised	534	5.805828	0.951254	5.462603	0.906961
revgroup00234144	Crcp	3pUTR_extended	neuron-enriched	not-localised	1020	24.000000	0.940787	8.418103	0.859829
revgroup00234149	Crcp	3pUTR	neuron-enriched	not-localised	171	15.462510	0.941143	16.528482	0.828378
fwdgroup00231676	Asl	3pUTR	glia-enriched	not-localised	68	12.506972	0.824664	13.126937	0.777108
fwdgroup00231713	Gusb	3pUTR	glia-enriched	neuropil	483	24.000000	0.251066	19.858977	0.465073
revgroup00234263	Nupr2	3pUTR_extended	neuron-enriched	not-localised	1330	23.205266	0.669978	23.778540	0.573509
revgroup00234269	Nupr2	3pUTR_extended	neuron-enriched	not-localised	196	22.978438	0.702623	21.766409	0.736988
revgroup00234290	Zbed5	3pUTR_extended	others	not-localised	207	1.880314	0.867951	1.752017	0.890254
revgroup00234350	Sumf2	3pUTR_extended	glia-enriched	cell-culture	2386	0.000000	-1.000000	9.943253	0.298351
fwdgroup00231795	Phkg1	3pUTR_extended	tissue	not-localised	176	0.000000	-1.000000	30.859059	0.543252
revgroup00234358	Sumf2	3pUTR_extended	glia-enriched	not-localised	601	9.377825	0.931067	10.231500	0.949254
fwdgroup00231806	Phkg1	3pUTR_extended	tissue	not-localised	1835	-13.729274	0.030842	5.729179	0.228940
revgroup00234402	Cct6a	3pUTR_extended	neuron-enriched	not-localised	534	17.488478	0.945291	16.581006	0.942648
revgroup00234403	Cct6a	3pUTR	neuron-enriched	not-localised	255	8.627420	0.900553	9.345264	0.881039
fwdgroup00231877	Psph	3pUTR	neuron-enriched	not-localised	229	6.217697	0.934915	6.422030	0.878533
revgroup00234493	Gbas	intron	others	not-localised	1064	0.000000	-1.000000	4.532934	0.862334
fwdgroup00231890	Psph	3pUTR_extended	neuron-enriched	not-localised	7066	24.000000	0.446997	5.580130	0.520910
revgroup00234539	Mrps17	3pUTR_extended	tissue	not-localised	878	0.000000	-1.000000	7.946476	0.648518
revgroup00234540	Mrps17	3pUTR	others	not-localised	369	9.631124	0.920953	9.975973	0.877074
revgroup00234634	Sfswap	3pUTR_extended	glia-enriched	not-localised	319	2.652013	0.971855	3.135234	0.970967
revgroup00234705	Sfswap	intron	glia-enriched	not-localised	513	0.000000	-1.000000	11.569441	0.731147
revgroup00234717	Sfswap	intron	glia-enriched	not-localised	1436	0.000000	-1.000000	8.143072	0.953462
revgroup00234849	Ran	3pUTR_extended	glia-enriched	somata	1409	24.000000	0.763610	0.070368	0.641407
revgroup00234851	Ran	3pUTR_extended	glia-enriched	somata	348	28.392039	0.900262	25.641523	0.823343
fwdgroup00232344	Rimbp2	intron	tissue	not-localised	64679	0.000000	-1.000000	3.259520	0.508776
fwdgroup00232516	Rimbp2	3pUTR	neuron-enriched	not-localised	2264	11.035088	0.766040	12.214572	0.770735
fwdgroup00232523	Rimbp2	3pUTR	neuron-enriched	not-localised	2997	4.376147	0.967100	5.297903	0.952176
revgroup00235104	Fzd10	3pUTR_extended	glia-enriched	neuropil	20588	24.155044	0.430613	21.561602	0.497203
revgroup00235113	Fzd10	3pUTR	glia-enriched	not-localised	1069	2.362032	0.820737	3.261511	0.232529
fwdgroup00232657	Tmem132d	intron	neuron-enriched	cell-culture	2154	0.000000	-1.000000	0.001756	0.120028
fwdgroup00232828	Tmem132d	intron	neuron-enriched	not-localised	18096	0.000000	-1.000000	5.249906	0.182365
fwdgroup00232873	Tmem132d	3pUTR_extended	tissue	not-localised	6226	0.000000	-1.000000	19.741017	0.436000
fwdgroup00232883	Tmem132d	3pUTR_extended	neuron-enriched	not-localised	15154	0.000000	-1.000000	1.745783	0.000651
fwdgroup00232992	Slc15a4	3pUTR_extended	glia-enriched	not-localised	989	8.891890	0.943558	9.206019	0.930942
fwdgroup00232997	Slc15a4	3pUTR_extended	glia-enriched	not-localised	2154	2.832617	0.850665	9.060111	0.768712
fwdgroup00233006	Slc15a4	3pUTR_extended	tissue	not-localised	6195	0.000000	-1.000000	3.725495	0.671392
fwdgroup00233008	Slc15a4	3pUTR_extended	glia-enriched	not-localised	7873	0.000000	-1.000000	16.841409	0.792653
revgroup00235682	Tmem132b	3pUTR_extended	neuron-enriched	not-localised	4137	7.623292	0.953647	8.209738	0.947942
revgroup00235720	Tmem132b	3pUTR	neuron-enriched	not-localised	807	2.048263	0.669414	4.421331	0.820404
revgroup00235746	Tmem132b	intron	neuron-enriched	not-localised	33961	0.000000	-1.000000	0.000000	0.013099
revgroup00235900	Aacs	3pUTR_extended	neuron-enriched	somata	4321	2.060058	0.456996	3.808415	0.357249
revgroup00235901	Aacs	3pUTR	neuron-enriched	not-localised	1060	6.793102	0.930304	6.049322	0.844470
revgroup00236005	Bri3bp	3pUTR_extended	others	cell-culture	8680	0.000000	-1.000000	19.286126	0.549133
revgroup00236013	Bri3bp	3pUTR_extended	others	cell-culture	7267	0.000000	-1.000000	0.254755	0.152673
revgroup00236020	Bri3bp	3pUTR_extended	others	not-localised	5568	24.000000	0.757448	0.354842	0.504438
revgroup00236028	Bri3bp	3pUTR_extended	others	not-localised	4260	24.000000	NaN	0.303585	0.136934
revgroup00236066	Bri3bp	3pUTR	others	not-localised	345	12.688915	0.715512	12.963083	0.789900
fwdgroup00233696	Dhx37	3pUTR	glia-enriched	not-localised	642	2.583658	0.836498	4.330927	0.866651
fwdgroup00233707	Dhx37	3pUTR_extended	glia-enriched	cell-culture	3712	0.000000	-1.000000	9.338374	0.761170
fwdgroup00233750	Ubc	3pUTR_extended	others	not-localised	84	2.715606	0.974382	2.700235	0.971141
fwdgroup00233878	Scarb1	intron	others	not-localised	677	0.000000	-1.000000	2.890679	0.812107
fwdgroup00234142	Ncor2	3pUTR	others	not-localised	987	4.578895	0.942212	5.652650	0.924675
revgroup00236496	Rflna	3pUTR	glia-enriched	not-localised	866	0.000000	-1.000000	4.861225	0.821460
fwdgroup00234242	Ccdc92	3pUTR	neuron-enriched	not-localised	564	8.848111	0.946827	9.185966	0.900987
fwdgroup00234245	Ccdc92	3pUTR_extended	neuron-enriched	not-localised	963	11.139614	0.885993	11.703469	0.801984
revgroup00236707	Atp6v0a2	CDS_extended	glia-enriched	neuropil	2637	0.000000	-1.000000	7.274735	0.893619
revgroup00236728	Atp6v0a2	CDS_extended	glia-enriched	not-localised	823	0.000000	-1.000000	7.519179	0.830138
revgroup00236759	Tctn2	3pUTR_extended	glia-enriched	not-localised	510	13.481698	0.621461	18.863053	0.691099
revgroup00236760	Tctn2	3pUTR	glia-enriched	not-localised	224	4.155120	0.973485	5.208647	0.967146
revgroup00236804	Gtf2h3	3pUTR	others	not-localised	887	3.656544	0.938094	4.359802	0.927216
fwdgroup00234447	Eif2b1	3pUTR	others	not-localised	513	8.591311	0.948254	8.316870	0.853805
fwdgroup00234449	Eif2b1	3pUTR_extended	others	cell-culture	755	0.000000	-1.000000	13.467269	0.858774
fwdgroup00234451	Eif2b1	3pUTR_extended	tissue	not-localised	1515	0.000000	-1.000000	4.073721	0.760580
revgroup00236855	Ddx55	3pUTR	glia-enriched	not-localised	294	1.741180	0.930340	2.582486	0.912555
fwdgroup00234499	Eif2b1	3pUTR_extended	others	cell-culture	17345	0.000000	-1.000000	6.544555	0.561754
revgroup00236889	Tmed2	3pUTR_extended	glia-enriched	not-localised	1300	10.410474	0.970339	11.003895	0.966306
fwdgroup00234594	Rilpl1	3pUTR	glia-enriched	not-localised	604	6.296650	0.964843	6.574171	0.891890
revgroup00236965	Snrnp35	3pUTR	others	not-localised	282	5.497421	0.846984	5.891263	0.849581
revgroup00236979	Snrnp35	intron	others	cell-culture	366	0.000000	-1.000000	8.948635	0.796815
revgroup00237011	Kmt5a	CDS_extended	tissue	not-localised	6017	0.000000	-1.000000	6.840794	0.885947
fwdgroup00234658	Rilpl2	3pUTR	glia-enriched	not-localised	416	3.631167	0.971784	3.994568	0.967166
revgroup00237022	Kmt5a	CDS_extended	glia-enriched	not-localised	1619	0.000000	-1.000000	14.601416	0.854363
revgroup00237032	Kmt5a	CDS_extended	glia-enriched	cell-culture	209	0.000000	-1.000000	11.990624	0.350438
revgroup00237043	Kmt5a	intron	tissue	not-localised	623	0.000000	-1.000000	7.801928	0.246285
fwdgroup00234777	Sbno1	CDS	shared	not-localised	58	0.000000	-1.000000	2.895040	0.437059
fwdgroup00234785	Sbno1	CDS	shared	not-localised	132	0.000000	-1.000000	0.000000	0.003160
fwdgroup00234830	Sbno1	3pUTR	shared	not-localised	1269	5.900728	0.580212	8.839380	0.664343
fwdgroup00234831	Sbno1	3pUTR	shared	not-localised	1332	16.558451	0.408091	18.618827	0.539187
fwdgroup00234832	Sbno1	3pUTR_extended	shared	not-localised	1461	7.678580	0.712062	7.636041	0.777158
fwdgroup00234874	Sbno1	3pUTR_extended	shared	not-localised	6142	15.542958	0.633457	15.207566	0.715108
fwdgroup00234912	Cdk2ap1	3pUTR	glia-enriched	neuropil	653	24.000000	0.889313	3.835786	0.861866
revgroup00237231	RGD1563482	3pUTR_extended	others	not-localised	3681	26.244693	0.325014	22.807817	0.465048
revgroup00237233	RGD1563482	3pUTR_extended	tissue	not-localised	3094	0.000000	-1.000000	6.407127	0.297388
revgroup00237238	RGD1563482	3pUTR_extended	others	not-localised	2016	9.939271	0.982318	10.402117	0.963574
fwdgroup00234961	Mphosph9	intron	glia-enriched	not-localised	112	0.000000	-1.000000	4.184291	0.911989
fwdgroup00235003	Mphosph9	3pUTR_extended	glia-enriched	not-localised	4194	1.606030	0.845781	2.054491	0.870901
fwdgroup00235071	Pitpnm2	intron	neuron-enriched	not-localised	443	0.000000	-1.000000	41.487199	0.194082
fwdgroup00235129	Pitpnm2	3pUTR	tissue	not-localised	434	0.000000	-1.000000	4.534706	0.682531
fwdgroup00235130	Pitpnm2	3pUTR	neuron-enriched	not-localised	935	10.871520	0.529576	11.948791	0.594842
fwdgroup00235131	Pitpnm2	3pUTR	neuron-enriched	not-localised	1617	12.752754	0.753933	13.631543	0.824583
fwdgroup00235137	Pitpnm2	3pUTR_extended	neuron-enriched	neuropil	2552	11.425501	0.837635	12.115008	0.878195
revgroup00237458	Arl6ip4	3pUTR	neuron-enriched	not-localised	160	16.219156	0.657414	16.086273	0.646164
revgroup00237460	Arl6ip4	CDS	neuron-enriched	not-localised	69	0.000000	-1.000000	8.391852	0.670470
revgroup00237470	Ogfod2	3pUTR	neuron-enriched	not-localised	576	6.641848	0.931941	5.994231	0.796892
revgroup00237472	Ogfod2	3pUTR	neuron-enriched	not-localised	108	14.049784	0.619748	14.928642	0.658852
fwdgroup00235162	Pitpnm2	3pUTR_extended	neuron-enriched	not-localised	7581	12.758821	0.706029	12.714881	0.774934
fwdgroup00235268	Abcb9	3pUTR_extended	neuron-enriched	not-localised	798	24.000000	0.790134	19.083300	0.818367
fwdgroup00235283	Vps37b	intron	glia-enriched	not-localised	1192	0.000000	-1.000000	0.673644	0.426418
fwdgroup00235307	Vps37b	3pUTR	glia-enriched	not-localised	311	0.000000	-1.000000	8.047606	0.730201
revgroup00237624	Hip1r	3pUTR_extended	neuron-enriched	not-localised	3057	11.670307	0.876062	13.353209	0.757350
fwdgroup00235317	Vps37b	3pUTR_extended	glia-enriched	not-localised	1622	1.634091	0.991833	1.706092	0.855200
revgroup00237639	Hip1r	3pUTR	neuron-enriched	not-localised	1083	14.539284	0.911666	14.329892	0.905895
revgroup00237711	Ccdc62	3pUTR	others	not-localised	741	24.000000	0.359919	1.908018	0.497560
revgroup00237754	Ccdc62	intron	others	not-localised	422	0.000000	-1.000000	11.828988	0.358365
revgroup00237778	Denr	3pUTR_extended	others	somata	1330	25.419947	0.182009	26.804501	0.192204
revgroup00237786	Denr	3pUTR_extended	others	somata	307	7.067201	0.964833	8.102832	0.931111
revgroup00237805	Denr	CDS	others	not-localised	84	0.000000	-1.000000	1.619221	0.288767
fwdgroup00235490	Niacr1	3pUTR_extended	glia-enriched	not-localised	820	0.000000	-1.000000	6.998248	0.908884
revgroup00237849	Kntc1	3pUTR	glia-enriched	not-localised	132	15.326644	0.360714	18.168281	0.455014
fwdgroup00235603	Rsrc2	3pUTR	others	somata	456	3.490039	0.946812	4.130063	0.943511
fwdgroup00235649	Zcchc8	3pUTR	glia-enriched	not-localised	525	1.800381	0.952173	1.980103	0.940168
fwdgroup00235655	Zcchc8	3pUTR_extended	glia-enriched	not-localised	1942	1.787214	0.930255	2.597818	0.887083
fwdgroup00235822	Clip1	3pUTR	neuron-enriched	not-localised	205	9.178027	0.807899	10.117434	0.773271
fwdgroup00235828	Clip1	3pUTR_extended	neuron-enriched	somata	1424	5.809644	0.968245	6.214976	0.969990
fwdgroup00235868	Vps33a	3pUTR	shared	not-localised	24	27.346055	0.365479	24.129992	0.356832
fwdgroup00235869	Vps33a	3pUTR	shared	not-localised	303	19.191406	0.531355	22.976333	0.551732
fwdgroup00235878	Vps33a	3pUTR_extended	shared	not-localised	1232	5.896472	0.806463	8.635973	0.811357
fwdgroup00235882	Vps33a	3pUTR_extended	shared	not-localised	1914	15.957032	0.874137	16.118294	0.864180
fwdgroup00235893	Vps33a	3pUTR_extended	shared	not-localised	3880	7.560786	0.812999	10.928316	0.804576
fwdgroup00235917	Diablo	3pUTR_extended	glia-enriched	not-localised	578	15.760155	0.841786	16.379843	0.655653
revgroup00238273	Lrrc43	intron	tissue	not-localised	968	0.000000	-1.000000	2.089763	0.413940
revgroup00238275	Lrrc43	intron	tissue	not-localised	381	0.000000	-1.000000	3.255622	0.191792
revgroup00238542	Psmd9	3pUTR_extended	shared	not-localised	2266	19.107844	0.756443	18.820580	0.518538
revgroup00238543	Psmd9	3pUTR_extended	shared	not-localised	1904	13.321295	0.664584	14.515205	0.767359
revgroup00238552	Psmd9	3pUTR_extended	shared	not-localised	689	10.407686	0.706868	8.263127	0.715214
revgroup00238556	Psmd9	3pUTR	shared	not-localised	199	7.534550	0.864762	8.787222	0.847758
revgroup00238762	Tmem120b	3pUTR_extended	neuron-enriched	not-localised	1428	4.948241	0.884691	6.971895	0.866204
revgroup00238766	Tmem120b	3pUTR	neuron-enriched	not-localised	572	3.031625	0.924426	3.890333	0.907917
revgroup00238815	Orai1	3pUTR_extended	tissue	not-localised	7325	0.000000	-1.000000	35.606187	0.308987
revgroup00238822	Orai1	3pUTR_extended	glia-enriched	cell-culture	5088	0.000000	-1.000000	12.955824	0.794867
revgroup00238848	Orai1	3pUTR_extended	tissue	neuropil	568	0.000000	-1.000000	7.122901	0.920751
revgroup00238850	Orai1	3pUTR	glia-enriched	neuropil	159	2.767485	0.953271	3.095174	0.927491
fwdgroup00236468	Kdm2b	intron	others	cell-culture	4583	0.000000	-1.000000	2.457539	0.074946
revgroup00239054	Rnf34	3pUTR_extended	neuron-enriched	not-localised	1874	0.000000	-1.000000	2.463936	0.733026
revgroup00239061	Rnf34	3pUTR	neuron-enriched	not-localised	718	4.775343	0.992503	5.150316	0.971467
fwdgroup00236681	Camkk2	intron	shared	neuropil	110351	0.000000	-1.000000	26.021697	0.762353
fwdgroup00236714	Camkk2	intron	shared	not-localised	329	0.000000	-1.000000	6.375274	0.817531
fwdgroup00236750	Camkk2	3pUTR_extended	shared	not-localised	261	24.000000	0.365403	0.801723	0.473559
revgroup00239195	P2rx4	3pUTR_extended	shared	not-localised	5027	24.000000	0.512685	3.066462	0.397318
fwdgroup00236769	Camkk2	3pUTR_extended	shared	neuropil	2797	24.000000	0.315543	2.256953	0.272098
revgroup00239221	P2rx4	3pUTR_extended	shared	not-localised	705	11.940129	0.944694	11.482195	0.810447
revgroup00239311	P2rx7	intron	tissue	not-localised	3888	0.000000	-1.000000	26.962806	0.593271
fwdgroup00236957	Ift81	3pUTR_extended	glia-enriched	not-localised	525	3.245210	0.934274	4.446544	0.933679
fwdgroup00236959	Ift81	3pUTR_extended	glia-enriched	not-localised	833	25.687383	0.267470	22.142216	0.659405
revgroup00239472	Anapc7	3pUTR_extended	tissue	not-localised	19244	0.000000	-1.000000	0.967150	0.497301
revgroup00239478	Anapc7	3pUTR_extended	neuron-enriched	not-localised	15660	24.000000	0.182559	1.493940	0.446586
fwdgroup00237052	Atp2a2	5pUTR	neuron-enriched	not-localised	1099	0.000000	-1.000000	16.662560	0.904628
revgroup00239479	Anapc7	3pUTR_extended	neuron-enriched	not-localised	15053	0.000000	-1.000000	0.377632	0.300138
revgroup00239480	Anapc7	3pUTR_extended	neuron-enriched	not-localised	14692	0.000000	-1.000000	3.852038	0.006552
revgroup00239503	Anapc7	3pUTR_extended	neuron-enriched	not-localised	12461	2.956475	0.800017	6.051460	0.853211
fwdgroup00237069	Atp2a2	CDS	neuron-enriched	somata	792	0.000000	-1.000000	44.187187	0.861644
revgroup00239534	Anapc7	3pUTR_extended	neuron-enriched	not-localised	2835	0.000000	-1.000000	51.156075	0.159685
revgroup00239540	Anapc7	3pUTR_extended	neuron-enriched	not-localised	1433	24.000000	0.766166	10.226906	0.821341
revgroup00239551	Anapc7	3pUTR	neuron-enriched	not-localised	465	17.041637	0.844713	16.989751	0.809163
revgroup00239644	Arpc3	3pUTR	others	somata	224	24.000000	0.825998	5.293662	0.830103
revgroup00239676	Gpn3	3pUTR_extended	others	not-localised	545	15.855528	0.939098	15.345672	0.933881
revgroup00239732	Vps29	3pUTR_extended	neuron-enriched	not-localised	2176	24.000000	0.344240	0.248494	0.340593
fwdgroup00237280	Fam216a	3pUTR_extended	others	not-localised	195	6.335042	0.948640	5.927212	0.926341
revgroup00239745	Vps29	3pUTR	neuron-enriched	not-localised	372	10.500778	0.440657	12.450933	0.546681
revgroup00239746	Vps29	3pUTR	neuron-enriched	somata	74	24.000000	0.847084	14.720575	0.808631
fwdgroup00237292	Fam216a	3pUTR_extended	tissue	not-localised	2076	0.000000	-1.000000	1.617424	0.374144
revgroup00239749	Vps29	CDS	neuron-enriched	not-localised	235	0.000000	-1.000000	3.896670	0.795024
fwdgroup00237359	Rad9b	3pUTR_extended	glia-enriched	not-localised	385	18.777833	0.567813	18.362151	0.700331
revgroup00239806	Pptc7	3pUTR_extended	neuron-enriched	not-localised	3349	19.561597	0.840673	19.670517	0.804934
revgroup00239820	Pptc7	3pUTR	neuron-enriched	not-localised	1148	24.000000	0.471654	0.002519	0.513750
revgroup00239866	Pptc7	intron	neuron-enriched	not-localised	4828	0.000000	-1.000000	16.339466	0.412822
revgroup00239892	Pptc7	intron	neuron-enriched	cell-culture	968	0.000000	-1.000000	16.093850	0.692198
fwdgroup00237562	Tctn1	3pUTR_extended	glia-enriched	not-localised	2192	24.000000	0.886242	2.786407	0.842638
revgroup00240002	Ppp1cc	3pUTR	neuron-enriched	not-localised	219	20.086241	0.937191	17.596842	0.945351
revgroup00240003	Ppp1cc	3pUTR	neuron-enriched	not-localised	614	9.563924	0.824186	9.814334	0.809211
fwdgroup00237785	Cux2	3pUTR_extended	neuron-enriched	not-localised	369	10.337324	0.676011	11.508940	0.755755
fwdgroup00237794	Cux2	3pUTR_extended	neuron-enriched	not-localised	2143	4.460787	0.672233	3.533652	0.673574
fwdgroup00237826	Cux2	3pUTR_extended	tissue	not-localised	11290	0.000000	-1.000000	39.116446	0.488848
fwdgroup00237906	Sh2b3	3pUTR	tissue	not-localised	478	0.000000	-1.000000	13.263675	0.777188
fwdgroup00237925	Sh2b3	3pUTR_extended	glia-enriched	neuropil	2343	1.898843	0.975809	1.991128	0.918470
fwdgroup00237930	Sh2b3	3pUTR_extended	tissue	not-localised	3373	0.000000	-1.000000	4.489836	0.942686
revgroup00240472	Brap	3pUTR_extended	others	not-localised	1237	8.055361	0.975554	8.351703	0.944580
fwdgroup00238144	Acad10	3pUTR_extended	glia-enriched	not-localised	262	24.000000	0.460105	5.696885	0.490635
fwdgroup00238196	Aldh2	3pUTR_extended	glia-enriched	neuropil	235	36.988157	0.802046	28.690424	0.712894
fwdgroup00238246	Mapkapk5	CDS	shared	not-localised	56	0.000000	-1.000000	7.065838	0.861752
fwdgroup00238247	Mapkapk5	3pUTR	shared	not-localised	87	9.686563	0.913807	9.903102	0.891279
fwdgroup00238269	Adam1a	3pUTR	glia-enriched	not-localised	257	11.273481	0.309096	15.920997	0.509979
revgroup00240705	Tmem116	3pUTR_extended	glia-enriched	cell-culture	281	0.000000	-1.000000	10.355292	0.720824
fwdgroup00238322	Erp29	3pUTR	glia-enriched	not-localised	289	24.000000	0.905679	25.185334	0.910904
revgroup00240767	Naa25	CDS_extended	neuron-enriched	not-localised	594	0.000000	-1.000000	4.804779	0.680423
revgroup00240769	Naa25	intron	neuron-enriched	not-localised	2925	0.000000	-1.000000	5.092368	0.933285
revgroup00240770	Naa25	intron	neuron-enriched	not-localised	2432	0.000000	-1.000000	11.821305	0.698735
revgroup00240778	Naa25	intron	neuron-enriched	not-localised	1336	0.000000	-1.000000	3.705888	0.236532
revgroup00240781	Naa25	intron	neuron-enriched	not-localised	652	0.000000	-1.000000	14.577252	0.765495
revgroup00240790	Naa25	CDS	neuron-enriched	not-localised	59	0.000000	-1.000000	7.774436	0.776058
revgroup00240796	Naa25	CDS	neuron-enriched	not-localised	56	0.000000	-1.000000	8.455944	0.508080
revgroup00240828	Naa25	intron	neuron-enriched	cell-culture	405	0.000000	-1.000000	0.721961	0.380770
